OID_;Description;plot_id;PERIOD;radius;Radie_utsok;datum;east;north;Huggningsklass;Agoslag;Agoslag_utsok;Biomass_above;Biomass_below;Basal_area;Basal_Area_Pine;Basal_Area_Spruce;Basal_Area_Contorta;Volume;Volume_Pine;Volume_Spruce;Volume_Contorta;Dgv;Hgv;Mean_Age_basal_area_weighted;Ruta;Block;Skanndatum;leaveson;scanner_type;Region;N;E;id;antalTillvAr;species_type 
15060;2.02E+11;201826641120;0;10;10;2018-06-12 00:00;786788.552;7257946.474;23;1;1;20.0261394;6.35908021;6.355551211;2.95;5.29;0;28.85896418;10.98;20.35;0;8.9;8;35.3;72575_7850_25;18H002;2018-07-12 00:00;1;0;0;7257500;785000;18H002_72575_7850_25;0;96
15061;2.02E+11;201826642060;0;10;10;2018-06-12 00:00;786819.126;7257334.897;42;1;1;98.19724161;34.07430476;26.99742106;19.6;7.36;0;191.4074107;144.34;46.67;0;19.4;14.2;133;72550_7850_25;18H002;2018-07-12 00:00;1;0;0;7255000;785000;18H002_72550_7850_25;0;99
15062;2.02E+11;201826642120;0;10;10;2018-06-12 00:00;786855;7256750;42;1;1;72.02243701;24.32552189;21.22147528;19.38;0.85;0;137.3943214;127.19;6.84;0;17.2;13;149.4;72550_7850_25;18H002;2018-07-12 00:00;1;0;0;7255000;785000;18H002_72550_7850_25;0;96
15063;2.02E+11;201826643060;0;10;10;2018-06-12 00:00;786248;7256678;42;1;1;133.4944517;44.53282556;31.77525056;29.76;2.02;0;307.7899759;286.33;17.67;0;27.9;20.4;160.2;72550_7850_25;18H002;2018-07-12 00:00;1;0;0;7255000;785000;18H002_72550_7850_25;0;98
15064;2.02E+11;201826643120;0;10;10;2018-06-12 00:00;785657;7256653;23;1;1;20.55028901;6.599351326;6.758759658;6.13;0.47;0;26.13948248;22.37;2.32;0;13.8;6.6;40.5;72550_7850_25;18H002;2018-07-12 00:00;1;0;0;7255000;785000;18H002_72550_7850_25;0;80
15065;2.02E+11;201826644120;0;10;10;2018-06-12 00:00;785597;7257878;42;1;1;156.1730168;53.44284447;33.48771357;13.98;18.22;0;315.1256506;136.11;168.05;0;29.9;20.2;160.4;72575_7850_25;18H002;2018-07-12 00:00;1;0;0;7257500;785000;18H002_72575_7850_25;0;94
15066;2.02E+11;202126602060;0;10;10;2021-09-12 00:00;784170.755;7247177.84;31;1;1;70.41107597;22.85968979;23.1964765;7.712;14.95;0;111.4397389;43.642;67.45;0;10.32;9.06;54.7;72450_7825_25;18H001;2018-07-11 00:00;1;0;0;7245000;782500;18H001_72450_7825_25;-3;94
15067;2.02E+11;201826682060;0;10;10;2018-06-11 00:00;798922.564;7262403.53;42;1;1;133.8915413;44.12334373;32.68410047;20.54;0.74;0;279.5792623;200.62;3.03;0;23.8;18.1;105.2;72600_7975_25;18H002;2018-07-12 00:00;1;0;0;7260000;797500;18H002_72600_7975_25;0;51
15068;2.02E+11;201826682120;0;10;10;2018-06-11 00:00;798924.436;7261817.727;42;1;1;97.68641975;32.44352131;23.63882425;19.05;0.83;0;200.522652;169.15;4.83;0;26.9;17.9;127;72600_7975_25;18H002;2018-07-12 00:00;1;0;0;7260000;797500;18H002_72600_7975_25;0;90
15069;2.02E+11;201826683060;0;10;10;2018-06-11 00:00;798322.384;7261782.377;31;1;1;42.76403216;13.11635042;10.01505154;0;0;0;56.64382411;0;0;0;14.5;12.3;31.8;72600_7975_25;18H002;2018-07-12 00:00;1;0;0;7260000;797500;18H002_72600_7975_25;0;90
15070;2.02E+11;201920723100;0;7;7;2019-08-26 00:00;799541.102;7257166.792;42;1;1;39.55055176;15.59356229;8.309508444;0;7.772;0;77.1680948;0;72.568;0;26.56;19.76;132.3;72550_7975_25;18H002;2018-07-12 00:00;1;0;0;7255000;797500;18H002_72550_7975_25;-1;96
15071;2.02E+11;202126661120;0;10;10;2021-06-05 00:00;796833.595;7252988.863;23;1;1;23.07277768;6.301262496;14.47445133;7.77;0.946;0;34.81822514;20.538;4.424;0;5.06;4.9;22;72525_7950_25;18H002;2018-07-12 00:00;1;0;0;7252500;795000;18H002_72525_7950_25;-3;90
15072;2.02E+11;202126662060;0;10;10;2021-06-05 00:00;796870.452;7252394.587;32;1;1;63.86208373;22.47855374;18.39836597;18.424;0;0;141.0725162;142.148;0;0;20.14;15.72;74.6;72500_7950_25;18H002;2018-07-12 00:00;1;0;0;7250000;795000;18H002_72500_7950_25;-3;96
15073;2.02E+11;202126662120;0;10;10;2021-06-05 00:00;796880.896;7251813.217;21;1;1;0;0;0;0;0.036;0;0;1.106;0.784;0;0;3.52;10.4;72500_7950_25;18H002;2018-07-12 00:00;1;0;0;7250000;795000;18H002_72500_7950_25;-3;72
15074;2.02E+11;202126663060;0;10;10;2021-06-05 00:00;796284;7251787;31;1;1;60.5612304;22.33831363;20.26815757;9.814;3.254;5.062;125.9473872;59.022;20.758;31.186;14.44;12.6;42.2;72500_7950_25;18H002;2018-07-12 00:00;1;0;0;7250000;795000;18H002_72500_7950_25;-3;100
15075;2.02E+11;202126672120;0;10;10;2021-09-14 00:00;808980;7256949;41;1;1;98.79456259;32.53831683;23.42426912;14.884;8.568;0;174.472659;109.846;65.642;0;22.82;15.5;112.4;72550_8075_25;18H002;2018-07-12 00:00;1;0;0;7255000;807500;18H002_72550_8075_25;-3;95
15076;2.02E+11;202126673120;0;10;10;2021-09-14 00:00;807799.886;7256908.226;32;1;1;32.93388814;11.47195691;9.282879968;9.282;0;0;58.38949134;60.196;0;0;18.36;13.06;46.8;72550_8075_25;18H002;2018-07-12 00:00;1;0;0;7255000;807500;18H002_72550_8075_25;-3;92
15077;2.02E+11;202126674060;0;10;10;2021-09-14 00:00;807756;7257512;21;1;1;0;0;0;0;0;0;0;0.082;0;0;0;0;0;72575_8075_25;18H002;2018-07-12 00:00;1;0;0;7257500;807500;18H002_72575_8075_25;-3;94
15078;2.02E+11;202126674120;0;10;10;2021-09-14 00:00;807732;7258096;21;1;1;0;0;0;0;0;0;0;0;0.044;0;0;0;0;72575_8075_25;18H002;2018-07-12 00:00;1;0;0;7257500;807500;18H002_72575_8075_25;-3;96
15079;2.02E+11;202015353060;0;10;10;2020-07-23 00:00;640982;7274765;33;1;1;85.51961759;29.41450838;21.60630143;13.224;8.368;0;141.4004191;90.268;52.372;0;20.58;13.46;72.9;72725_6400_25;21G030;2021-07-28 00:00;1;0;0;7272500;640000;21G030_72725_6400_25;1;86
15080;2.02E+11;201910461050;0;7;7;2019-09-18 00:00;664045;7269439;33;1;1;46.04375639;16.00727866;14.52898222;14.518;0;0;84.69383521;85.156;0.004;0;20.08;11.64;77.5;72675_6625_25;21G030;2021-07-28 00:00;1;0;0;7267500;662500;21G030_72675_6625_25;2;91
15081;2.02E+11;201910461100;0;7;7;2019-09-18 00:00;664544;7269467;33;1;1;54.60001474;18.66839872;15.8272822;15.212;0.61;0;99.04678791;98.978;1.466;0;18.56;12.58;75.6;72675_6625_25;21G030;2021-07-28 00:00;1;0;0;7267500;662500;21G030_72675_6625_25;2;90
15082;2.02E+11;201910462050;0;7;7;2019-09-18 00:00;664572;7268968;11;1;1;0.484;0.184;0.01412;0;0.016;0;0.604;0.312;0.192;0;0.76;0.2;0;72675_6625_25;21G030;2021-07-28 00:00;1;0;0;7267500;662500;21G030_72675_6625_25;2;98
15083;2.02E+11;201910462100;0;7;7;2019-09-18 00:00;664601;7268469;33;1;1;70.27554545;24.95063152;19.89501647;8.878;11.006;0;115.9026044;63.2;53.48;0;15.46;11.66;120.2;72675_6625_25;21G030;2021-07-28 00:00;1;0;0;7267500;662500;21G030_72675_6625_25;2;92
15084;2.02E+11;201910463100;0;7;7;2019-09-18 00:00;663630;7267914;33;1;1;36.83292491;13.27423202;10.73009561;10.712;0.004;0;66.99470915;67.176;0.008;0;18.92;12.44;87.5;72675_6625_25;21G030;2021-07-28 00:00;1;0;0;7267500;662500;21G030_72675_6625_25;2;96
15085;2.02E+11;201910464150;0;7;7;2019-09-18 00:00;663546;7269411;31;1;1;42.28736852;14.37407619;13.52440269;13.51;0.004;0;74.98076097;75.504;0.008;0;18.22;10.92;57.6;72675_6625_25;21G030;2021-07-28 00:00;1;0;0;7267500;662500;21G030_72675_6625_25;2;100
15086;2.02E+11;202115382120;0;10;10;2021-07-06 00:00;656684;7274995;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;72725_6550_25;21G030;2021-07-28 00:00;1;0;0;7272500;655000;21G030_72725_6550_25;0;96
15087;2.02E+11;202115383060;0;10;10;2021-07-06 00:00;656087;7274967;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;72725_6550_25;21G030;2021-07-28 00:00;1;0;0;7272500;655000;21G030_72725_6550_25;0;100
15088;2.02E+11;202115383120;0;10;10;2021-07-06 00:00;655514;7274968;32;1;1;47.84561249;15.86153644;11.86977219;6.41;5.46;0;81.03332896;48.01;33.95;0;20.1;14;67.9;72725_6550_25;21G030;2021-07-28 00:00;1;0;0;7272500;655000;21G030_72725_6550_25;0;94
15089;2.02E+11;201815401120;0;10;10;2018-06-24 00:00;681568;7276496;41;1;1;85.86000758;29.27762183;24.43510397;5.944;16.032;0;140.1517645;41.556;90.69;0;12.42;11.1;98.3;72750_6800_25;19G035;2019-07-29 00:00;1;0;0;7275000;680000;19G035_72750_6800_25;1;92
15090;2.02E+11;201815402060;0;10;10;2018-06-24 00:00;681589;7275892;31;1;1;33.20827659;11.53698702;10.95296481;2.08;5.994;0;38.45602013;9.296;19.56;0;9.34;6.26;45.4;72750_6800_25;19G035;2019-07-29 00:00;1;0;0;7275000;680000;19G035_72750_6800_25;1;93
15091;2.02E+11;201815402120;0;10;10;2018-06-24 00:00;681606;7275319;42;1;1;126.9033573;43.69150041;27.61189986;2.754;23.592;0;209.8413651;24.952;176.622;0;23.32;16.36;153.3;72750_6800_25;19G035;2019-07-29 00:00;1;0;0;7275000;680000;19G035_72750_6800_25;1;95
15092;2.02E+11;201815403060;0;10;10;2018-06-24 00:00;681005;7275287;42;1;1;83.84389778;31.32363022;23.66753002;11.022;9.498;0;153.3585827;86.416;53.18;0;21.72;13.1;130.5;72750_6800_25;19G035;2019-07-29 00:00;1;0;0;7275000;680000;19G035_72750_6800_25;1;93
15093;2.02E+11;201815404120;0;10;10;2018-06-24 00:00;680379;7276456;42;1;1;87.55457185;31.70936788;19.76285134;3.11;13.474;0;143.5530958;26.91;105.264;0;21.88;15.62;126.5;72750_6800_25;19G035;2019-07-29 00:00;1;0;0;7275000;680000;19G035_72750_6800_25;1;89
15094;2.02E+11;201810461050;0;7;7;2018-06-07 00:00;699531;7273868;31;1;1;31.03104162;10.66166951;9.42933025;6.73;2.662;0;49.0599082;39.03;10.234;0;16.84;10.22;56.9;72725_6975_25;21G031;2021-07-27 00:00;1;1;0;7272500;697500;21G031_72725_6975_25;3;91
15095;2.02E+11;201810462100;0;7;7;2018-06-07 00:00;700094;7272915;31;1;1;177.4641557;56.87704486;46.04929908;41.416;4.628;0;364.7708279;329.204;36.37;0;18.98;16.08;77.7;72725_7000_25;21G031;2021-07-27 00:00;1;1;0;7272500;700000;21G031_72725_7000_25;3;97
15096;2.02E+11;201810463050;0;7;7;2018-06-07 00:00;699631;7272386;31;1;1;26.44650447;9.729050176;9.633677866;6.398;0;0;48.4727687;35.362;0;0;9.56;9.6;58.2;72700_6975_25;21G031;2021-07-27 00:00;1;1;0;7270000;697500;21G031_72700_6975_25;3;95
15097;2.02E+11;201810463100;0;7;7;2018-06-07 00:00;699135;7272337;31;1;1;28.89929254;9.746575813;10.32716353;10.284;0.012;0;52.26584082;52.416;0.024;0;13.24;9.48;55.1;72700_6975_25;21G031;2021-07-27 00:00;1;1;0;7270000;697500;21G031_72700_6975_25;3;82
15098;2.02E+11;201810464050;0;7;7;2018-06-07 00:00;699101;7272836;31;1;1;24.67276902;8.434959928;9.308998745;8.8;0.508;0;39.13522314;37.68;1.312;0;12.28;7.52;57.7;72725_6975_25;21G031;2021-07-27 00:00;1;1;0;7272500;697500;21G031_72725_6975_25;3;93
